99554548105,Python工程师,3-5年,15k-25k,北京慕华信息科技有限公司,北京,9/28/2018 09:22:20
99554906354,Python工程师,5-10年,25k-40k,北京慕华信息科技有限公司,北京,9/28/2018 09:22:20
99555135591,中高级python工程师,1-3年,15k-30k,北京慕华信息科技有限公司,北京,9/26/2018 18:02:07
111094659017,python高级工程师,1-3年,12k-24k,射雕（北京）科技有限公司,北京,8/29/2018 10:56:13
112092862273,高级Python开发工程师,3-5年,20k-40k,北京果壳互动科技传媒有限公司,北京,9/27/2018 13:56:20
112093949421,后端技术经理（Python web）,5-10年,20k-40k,北京果壳互动科技传媒有限公司,北京,9/28/2018 11:50:46
118972068310,Python开发工程师,3-5年,10k-20k,北京趣活科技有限公司,北京,9/20/2018 16:11:21
155074728512,python高级工程师-北京,5-10年,25k-40k,北京云族佳科技有限公司,北京,9/26/2018 09:23:46
157494019922,高级Python开发工程师,5-10年,20k-40k,北京弥财投资咨询有限公司,北京,9/28/2018 09:23:05
167994435081,高级讲师（Python 系统班）,1-3年,15k-25k,北京粉笔未来科技有限公司,北京,9/26/2018 09:48:38
167994453207,python课程助教,1-3年,6k-9k,北京粉笔未来科技有限公司,北京,9/13/2018 18:44:15
168755096493,Python开发工程师（XT1xhy）,5-10年,15k-20k,北京东方国信科技股份有限公司,北京,9/5/2018 18:27:27
181394198716,高级Python研发工程师（机器学习业务方向）,不限,18k-30k,北京京东世纪贸易有限公司,北京,9/28/2018 10:47:06
181394489937,Python后端研发工程师,3-5年,25k-50k,北京京东世纪贸易有限公司,北京,9/28/2018 10:47:05
181395012642,装机自动化高级工程师（Python）,3-5年,20k-40k,北京京东世纪贸易有限公司,北京,9/13/2018 18:37:06
181654908836,Python工程师,3-5年,15k-30k,北京点石经纬科技有限公司,北京,9/28/2018 09:43:25
181655101499,高级python工程师,5-10年,20k-30k,北京点石经纬科技有限公司,北京,9/28/2018 09:43:26
187132094102,Python开发工程师,1-3年,20k-35k,北京启明合心科技有限公司,北京,9/28/2018 09:14:27
187134752822,中级python开发工程师,不限,20k-35k,北京启明合心科技有限公司,北京,9/28/2018 09:14:26
187134784596,高级python后端工程师,3-5年,20k-35k,北京启明合心科技有限公司,北京,9/28/2018 09:14:26
190835028571,Python 开发工程师,3-5年,15k-30k,北京博派通达科技有限公司,北京,9/28/2018 10:09:47
191355158200,python工程师,3-5年,15k-25k,深圳多诺信息科技有限公司,北京,9/25/2018 09:58:04
206152463736,Python,1-3年,12k-24k,北京聚微合智信息技术有限公司,北京,9/26/2018 15:04:18
206153171584,Java/Python（高级）,3-5年,20k-30k,北京聚微合智信息技术有限公司,北京,9/26/2018 15:04:18
214084207347,高级Python工程师,3-5年,25k-35k,北京朗势科技有限公司,北京,9/14/2018 16:52:05
216434397575,Python研发工程师,5-10年,20k-40k,北京融联世纪信息技术有限公司,北京,9/5/2018 10:51:03
216434490842,2019暑期实习-python开发助理,应届毕业生,6k-8k,北京融联世纪信息技术有限公司,北京,9/18/2018 10:17:29
221393830261,Python开发工程师（校招）,应届毕业生,4k-8k,北京第三石科技发展有限公司,北京,9/25/2018 10:54:58
221394656501,Python开发工程师,3-5年,15k-30k,北京第三石科技发展有限公司,北京,9/25/2018 10:54:56
228844420382,python工程师,3-5年,16k-20k,小小黛朵（北京）科技有限公司,北京,9/28/2018 09:49:50
229143890244,Python开发,1-3年,8k-15k,上海致趣广告有限公司,北京,9/10/2018 10:34:30
233734780644,高级Python开发工程师,3-5年,15k-30k,北京大米未来科技有限公司,北京,9/26/2018 13:53:02
233734795069,Python开发工程师,3-5年,18k-35k,北京大米未来科技有限公司,北京,9/26/2018 13:53:01
236874931841,Python高级开发工程师&nbsp;,3-5年,15k-30k,北京格灵深瞳信息技术有限公司,北京,9/27/2018 10:36:48
237272773278,python高级工程师/架构师,3-5年,10k-20k,同方知网（北京）技术有限公司,北京,9/25/2018 08:50:11
237274739239,Python工程师,应届毕业生,7k-11k,同方知网（北京）技术有限公司,北京,9/11/2018 10:40:25
245234033070,Python后端开发工程师,1-3年,15k-25k,北京多来点信息技术有限公司,北京,9/27/2018 17:36:39
253174266883,Python 开发工程师,3-5年,15k-17k,深圳市金证科技股份有限公司,北京,9/28/2018 10:56:18
253174626303,python开发,3-5年,10k-15k,深圳市金证科技股份有限公司,北京,9/28/2018 10:56:16
253174626329,python开发,3-5年,10k-20k,深圳市金证科技股份有限公司,北京,9/28/2018 10:56:17
267824390952,Python开发攻城狮,不限,20k-40k,探探科技（北京）有限公司,北京,9/17/2018 11:21:29
289974909121,高级python研发工程师,3-5年,20k-30k,北京源清慧虹信息科技有限公司,北京,9/28/2018 11:01:10
293394689850,Python开发工程师,不限,10k-15k,北京金色华勤数据服务有限公司,北京,9/21/2018 10:13:01
294963849452,Python 数据开发工程师,3-5年,20k-40k,北京闪银奇异科技有限公司,北京,9/28/2018 11:30:59
294964024943,python工程师,不限,30k-45k,北京闪银奇异科技有限公司,北京,9/27/2018 14:48:50
294964033871,中高级Python开发,3-5年,18k-36k,北京闪银奇异科技有限公司,北京,9/14/2018 18:26:09
294964074824,高级服务器端Python工程师,3-5年,30k-45k,北京闪银奇异科技有限公司,北京,9/28/2018 11:31:00
294964169435,Python开发工程师,1-3年,18k-35k,北京闪银奇异科技有限公司,北京,9/14/2018 18:26:10
294964223672,web端Python开发工程师,1-3年,15k-30k,北京闪银奇异科技有限公司,北京,9/28/2018 11:30:58
294964224010,Python 开发工程师,3-5年,15k-25k,北京闪银奇异科技有限公司,北京,9/26/2018 18:53:05
294964428102,高级python开发工程师,5-10年,28k-45k,北京闪银奇异科技有限公司,北京,9/26/2018 18:53:05
294964693715,Python开发工程师,1-3年,15k-25k,北京闪银奇异科技有限公司,北京,9/26/2018 18:53:06
294964905395,Python开发工程师,3-5年,18k-35k,北京闪银奇异科技有限公司,北京,9/25/2018 09:36:14
294965051830,Python开发,应届毕业生,10k-15k,北京闪银奇异科技有限公司,北京,9/14/2018 18:26:09
294965059377,Python开发工程师（校招）,不限,10k-15k,北京闪银奇异科技有限公司,北京,9/26/2018 18:53:06
294965066946,Python业务开发工程师,1-3年,15k-25k,北京闪银奇异科技有限公司,北京,9/5/2018 10:09:41
294965109169,python数据开发,应届毕业生,13k-18k,北京闪银奇异科技有限公司,北京,9/28/2018 11:30:58
297954070522,Python后端开发工程师,3-5年,25k-50k,北京思维造物信息科技有限公司,北京,9/28/2018 09:31:22
297954398177,Python开发工程师,3-5年,25k-50k,北京思维造物信息科技有限公司,北京,9/28/2018 09:31:20
300604100164,Python讲师,3-5年,20k-30k,北京中公教育科技股份有限公司,北京,9/28/2018 09:04:31
300604845219,python开发工程师,3-5年,15k-30k,北京中公教育科技股份有限公司,北京,9/5/2018 16:44:50
300604904054,Python研发编辑,1-3年,15k-25k,北京中公教育科技股份有限公司,北京,9/28/2018 09:04:30
300604934489,Python助理讲师,1-3年,7k-10k,北京中公教育科技股份有限公司,北京,9/28/2018 09:04:31
306485068362,Python实习生,不限,2k-4k,北京神州绿盟信息安全科技股份有限公司,北京,8/29/2018 18:28:17
306485068406,python实习生（产品线）,不限,2k-4k,北京神州绿盟信息安全科技股份有限公司,北京,8/29/2018 18:36:28
311644983746,Python 实习工程师,不限,3k-4k,北京优帆科技有限公司,北京,9/3/2018 10:05:23
342144987903,python高级研发工程师,5-10年,20k-35k,乐飞天下信息技术(北京)有限公司,北京,9/28/2018 08:46:26
342145061798,Python开发工程师,3-5年,10k-20k,乐飞天下信息技术(北京)有限公司,北京,9/27/2018 15:44:57
342145061833,Python中级开发工程师,5-10年,17k-34k,乐飞天下信息技术(北京)有限公司,北京,9/27/2018 15:44:54
353223934436,Python开发工程师,3-5年,10k-20k,北京缔联科技有限公司,北京,9/13/2018 17:18:33
356305179861,python开发实习生,应届毕业生,2k-3k,北京升鑫网络科技有限公司,北京,9/28/2018 10:43:59
359464369077,Python/web开发工程师,3-5年,10k-20k,北京闪送科技有限公司,北京,9/25/2018 10:58:41
360314932443,Python高级研发工程师(技术),不限,15k-30k,上海一起作业信息科技有限公司,北京,9/26/2018 14:48:37
360314932883,python高级研发工程师（中学业务）,3-5年,20k-40k,上海一起作业信息科技有限公司,北京,9/26/2018 14:48:37
360314972010,python高级开发工程师（技术）,3-5年,25k-50k,上海一起作业信息科技有限公司,北京,9/26/2018 14:48:37
360315069686,python高级开发工程师（技术）,3-5年,25k-50k,上海一起作业信息科技有限公司,北京,9/26/2018 14:48:40
400543212914,高级python研发工程师,5-10年,25k-40k,路书（北京）科技有限公司,北京,9/27/2018 14:05:53
400543212919,python研发工程师,3-5年,18k-30k,路书（北京）科技有限公司,北京,9/27/2018 14:05:53
404594787420,算法开发工程师（Python）,1-3年,20k-40k,北京市商汤科技开发有限公司,北京,9/28/2018 10:45:58
409704869111,物联网安全分析C和Python实习生,应届毕业生,6k-8k,中国科学院信息工程研究所,北京,9/26/2018 16:52:53
414834772163,Python工程师（基金方向）,1-3年,10k-20k,北京凤凰理理它信息技术有限公司,北京,9/17/2018 10:28:42
425571828369,Python开发工程师,1-3年,10k-20k,华风象辑（北京）气象科技有限公司,北京,9/27/2018 16:37:07
426875175323,Python开发工程师,1-3年,10k-18k,北京中科国际软件有限公司,北京,9/27/2018 10:38:45
460435061673,Python中高级研发工程师,3-5年,15k-25k,北京蜜蜂兄弟科技有限公司,北京,9/18/2018 10:36:33
463994938545,高级Python开发工程师(J10075),3-5年,15k-25k,会找房（北京）网络技术有限公司,北京,9/11/2018 10:06:16
463995021841,Python开发工程师(J10100),3-5年,15k-30k,会找房（北京）网络技术有限公司,北京,9/11/2018 10:06:17
467845178655,高级Python工程师,3-5年,18k-28k,北京彩彻区明科技有限公司,北京,9/27/2018 18:27:20
495514853985,资深python研发工程师,5-10年,20k-35k,中云网安科技（北京）有限公司,北京,9/20/2018 11:02:22
498702469568,Python研发中级工程师,3-5年,15k-30k,北京掌控世代科技有限公司,北京,9/4/2018 09:55:11
507024134091,服务端高级开发工程师Golang/Python,3-5年,35k-45k,北京三快在线科技有限公司,北京,9/27/2018 10:32:11
507024883811,数据平台研发（Python）工程师,3-5年,25k-45k,北京三快在线科技有限公司,北京,9/27/2018 15:34:58
532045076972,Python,3-5年,12k-22k,南京绛门信息科技股份有限公司,北京,9/25/2018 09:24:18
554464904310,Python开发工程师,1-3年,25k-50k,贝壳找房（北京）科技有限公司,北京,9/28/2018 10:33:59
554464938653,Python开发工程师,3-5年,25k-50k,贝壳找房（北京）科技有限公司,北京,9/27/2018 10:00:12
599024543118,Python开发工程师,3-5年,15k-28k,轻易科技有限公司,北京,9/27/2018 11:42:44
610163738059,Python高级开发工程师,3-5年,15k-20k,北京棣南新宇科技有限公司,北京,9/28/2018 09:42:17
623975073576,Python研发工程师,1-3年,8k-16k,北京微星优财网络科技有限公司,北京,9/3/2018 09:37:05
625404464154,高级 Python 工程师,3-5年,20k-40k,锐波（北京）科技有限公司,北京,9/27/2018 20:10:54
637025134640,Python开发工程师,1-3年,10k-15k,上海犇众信息技术有限公司,北京,9/18/2018 09:38:45
685074915944,软件开发工程师（Python）,3-5年,15k-30k,昆仑智汇数据科技（北京）有限公司,北京,9/17/2018 08:53:58
698704888170,python开发工程师,1-3年,13k-20k,北京悠扬互动科技有限公司,北京,9/17/2018 10:57:59
721065139114,Python开发工程师,5-10年,20k-40k,紫梧桐（北京）资产管理有限公司,北京,9/26/2018 16:42:49
727204985074,高级Python工程师(000397)(BJ),1-3年,15k-30k,北京快乐茄信息技术有限公司,北京,9/28/2018 10:10:19
727205136969,python开发工程师,1-3年,15k-30k,北京快乐茄信息技术有限公司,北京,9/28/2018 10:10:03
730434317425,高级python开发工程师,3-5年,20k-30k,百融金融信息服务股份有限公司,北京,9/25/2018 16:51:17
750685099972,python开发工程师,3-5年,20k-40k,杭州微易信息科技有限公司,北京,9/17/2018 17:14:28
760663104419,Python后台开发,1-3年,10k-18k,深圳晶泰科技有限公司,北京,9/25/2018 10:21:58
767144751316,Python开发工程师,3-5年,10k-18k,北京南天软件有限公司,北京,9/28/2018 09:47:48
782244177079,python工程师(北京),1-3年,15k-25k,深圳码隆科技有限公司,北京,9/25/2018 11:34:23
811444661724,高级Python开发工程师,3-5年,30k-45k,北京快松果科技有限公司,北京,9/27/2018 16:54:52
829913684783,python研发工程师,1年以下,15k-30k,北京数美时代科技有限公司,北京,9/25/2018 10:09:10
829913684787,python研发工程师,1年以下,15k-30k,北京数美时代科技有限公司,北京,9/25/2018 10:09:16
829913684796,python研发工程师,1-3年,15k-30k,北京数美时代科技有限公司,北京,9/25/2018 10:09:13
835853819005,存储应用开发工程师-Java/GO/Python,3-5年,18k-35k,星辰天合（北京）数据科技有限公司,北京,9/28/2018 09:53:40
848145156596,高级python研发工程师,3-5年,20k-40k,医渡云（北京）技术有限公司,北京,9/20/2018 11:01:47
864564918473,Python开发实习生,应届毕业生,7k-8k,五洲万象（北京）科技有限公司,北京,9/19/2018 17:11:35
870624138900,Python算法工程师（初中级）,1-3年,15k-25k,盛和（北京）资讯科技有限公司,北京,9/25/2018 13:25:54
889784838290,Python开发工程师,3-5年,20k-40k,上海海知智能科技有限公司,北京,9/27/2018 16:11:28
901455071983,Python开发工程师,3-5年,15k-30k,北京中睿天下信息技术有限公司,北京,9/28/2018 11:27:15
916674908752,python工程师,不限,15k-25k,北京小龙虾科技有限公司,北京,9/28/2018 10:24:21
916674909061,python工程师,不限,20k-35k,北京小龙虾科技有限公司,北京,9/28/2018 10:24:21
916674932088,python高级研发工程师（微应用）,1-3年,20k-30k,北京小龙虾科技有限公司,北京,9/28/2018 10:24:21
937603362415,Python开发工程师,3-5年,20k-40k,北京来也网络科技有限公司,北京,9/25/2018 19:15:10
938084997799,初级Python开发工程师,3-5年,10k-15k,北京汇游科技有限公司,北京,9/28/2018 09:19:43
938084997826,中高级Python开发工程师,3-5年,20k-30k,北京汇游科技有限公司,北京,9/28/2018 09:19:41
939364099175,大数据平台开发工程师 Java/Python,应届毕业生,10k-20k,生命奇点（北京）科技有限公司,北京,9/27/2018 14:56:10
941034805749,Python工程师,3-5年,20k-30k,北京优护创智健康科技有限责任公司,北京,9/3/2018 18:54:08
980704028561,Python研发工程师,3-5年,15k-30k,上海诚信互通网络信息科技有限公司,北京,9/25/2018 14:30:44
982854347823,python研发工程师,5-10年,30k-40k,国美金控投资有限公司,北京,9/26/2018 17:49:35
990894787810,python工程师,3-5年,13k-25k,天道计然（北京）信息科技有限责任公司,北京,9/26/2018 11:18:29
998794729308,python工程师,不限,4k-6k,北京明微共创科技有限公司,北京,9/28/2018 09:03:17
1005304495530,中级python开发工程师,3-5年,20k-30k,北京超盟数据科技有限公司,北京,9/26/2018 10:57:43
1006525155841,Python工程师,3-5年,10k-20k,北京梦哆啦网络科技有限公司,北京,9/21/2018 09:21:34
1020224497510,python后端开发工程师,1-3年,10k-18k,北京江山如画网路科技有限责任公司,北京,9/25/2018 14:32:41
1022124568134,高级Python开发工程师,3-5年,15k-25k,达内时代科技集团有限公司,北京,9/27/2018 16:15:35
1022124568247,Python高级开发工程师 (MJ003815),3-5年,15k-25k,达内时代科技集团有限公司,北京,9/27/2018 16:15:36
1022124568248,Python讲师 (MJ001577),5-10年,18k-30k,达内时代科技集团有限公司,北京,9/27/2018 16:15:35
1022124602461,Python讲师 (MJ004002),3-5年,15k-30k,达内时代科技集团有限公司,北京,9/27/2018 16:15:35
1026164210254,Python 后台工程师,1年以下,5k-10k,恒爱高科（北京）科技有限公司,北京,9/28/2018 10:00:43
1062892756328,PHP ／Python 后端研发工程师,3-5年,15K-25K,北京棕榈创想科技有限公司,北京,9/27/2018 11:45:11
1062894440973,Python开发工程师,3-5年,15k-25k,北京棕榈创想科技有限公司,北京,9/27/2018 11:45:12
1063034862186,狐友Python开发工程师,1-3年,20k-35k,北京搜狐新媒体信息技术有限公司,北京,9/27/2018 17:04:06
1074233178128,Python开发工程师,3-5年,20k-40k,车好多旧机动车经纪(北京)有限公司,北京,9/25/2018 10:25:12
1074235086753,Python,3-5年,25k-30k,车好多旧机动车经纪(北京)有限公司,北京,9/25/2018 10:25:11
1082165174266,Python后端工程师,1-3年,15k-30k,北京图森智途科技有限公司,北京,9/26/2018 19:45:28
1093174754316,Python运维工程师,3-5年,15k-25k,北京灵犀联云科技有限公司,北京,9/25/2018 14:21:41
1095894306115,大数据开发工程师【Python】,3-5年,15k-25k,北京世相科技文化有限公司,北京,9/17/2018 21:44:48
1103934894030,Python工程师,3-5年,20k-40k,北京诸葛找房信息技术有限公司,北京,9/25/2018 19:45:40
1111751407389,Python 中级工程师,3-5年,15k-25k,智线云科技（北京）有限公司,北京,9/27/2018 14:25:26
1111752735716,高级Python工程师,3-5年,15k-25k,智线云科技（北京）有限公司,北京,9/27/2018 14:25:31
1111752735720,高级Java/PHP/Python工程师,3-5年,15k-30k,智线云科技（北京）有限公司,北京,9/27/2018 14:25:29
